word,log_occurence
octyl,-6.858730788
hewed,-6.858791325
bazar,-6.858967563
terga,-6.85913481
pasha,-6.85928878
swash,-6.860036074
rills,-6.860278071
vixen,-6.860345094
knowe,-6.860360387
fanny,-6.860479849
fader,-6.86064226
rices,-6.86094959
mudra,-6.861363496
xerox,-6.861461427
bezel,-6.861527184
hirer,-6.862265562
baize,-6.862425907
ceres,-6.862432043
senor,-6.863180501
dutch,-6.863183711
blase,-6.863260457
neath,-6.863546197
quate,-6.863733916
twixt,-6.863811484
facta,-6.86394888
typos,-6.864886968
reify,-6.864893369
nomos,-6.865286157
appel,-6.865385259
rimes,-6.865621277
eland,-6.866081073
warty,-6.866113479
appal,-6.866743709
tress,-6.867396858
bluer,-6.867508943
golds,-6.867533405
caved,-6.86817422
adust,-6.868781659
fouls,-6.869163783
bikes,-6.86924503
rinds,-6.869251222
taxol,-6.869590782
pecks,-6.86964689
peeks,-6.870766795
comms,-6.870766867
amble,-6.871597788
douse,-6.871676969
fells,-6.871749335
elope,-6.872017541
bicep,-6.872257677
cymes,-6.872278524
bares,-6.872493788
bangs,-6.872529893
tonus,-6.872844971
zakat,-6.873150731
snobs,-6.87343686
tulle,-6.873735508
repos,-6.874174617
reeks,-6.874524859
quern,-6.874611139
outgo,-6.875709004
molto,-6.876117882
addle,-6.876268154
bream,-6.876392501
percs,-6.876483523
gecko,-6.877051342
baled,-6.877312608
cauda,-6.877994502
dinna,-6.878317674
honky,-6.878405261
ephod,-6.878652745
finis,-6.878942434
nulls,-6.87905406
aways,-6.880140877
toric,-6.880435965
tices,-6.880911209
therm,-6.881064362
flyby,-6.881116438
deism,-6.881495235
arias,-6.881536746
greek,-6.881746827
doyen,-6.881793966
fitly,-6.882649381
dacha,-6.883474349
dunce,-6.883673022
stilt,-6.884267459
layup,-6.884270344
xeric,-6.884341019
halal,-6.885359329
senes,-6.885363392
sebum,-6.886567393
uveal,-6.886704961
culty,-6.887098601
pares,-6.887511511
uvula,-6.88765146
glens,-6.88796706
egged,-6.88816359
kenaf,-6.888276802
pulpy,-6.888698364
wroth,-6.889545247
hanks,-6.889866639
skied,-6.890509507
rondo,-6.890573945
fecit,-6.890765249
trots,-6.891061389
ogres,-6.891185863
bourn,-6.892608643
biter,-6.893104293
linga,-6.89361594
lulls,-6.893801974
butes,-6.894033497
jazzy,-6.894107063
thane,-6.894704897
cives,-6.89481918
vales,-6.895054946
clons,-6.895237517
brane,-6.895349441
marts,-6.895508894
mimed,-6.896029171
freon,-6.896738885
cecum,-6.896895368
fices,-6.897326461
dales,-6.897694997
sines,-6.897784279
estop,-6.898361041
manos,-6.901468345
oculi,-6.902950176
dyers,-6.903110191
moats,-6.903285276
gulch,-6.903517644
pansy,-6.904174198
curie,-6.904417374
gunny,-6.904574492
amate,-6.905466376
rinks,-6.905470379
ludic,-6.905588529
dumpy,-6.905821481
woozy,-6.905952994
golem,-6.906232604
hunks,-6.906673529
futon,-6.906743951
lauds,-6.907421379
ameer,-6.907933443
dynes,-6.908054889
perdu,-6.908075246
payed,-6.909107677
baler,-6.90978263
auxin,-6.909810862
bourg,-6.909934499
atmos,-6.910343663
poach,-6.911106893
norma,-6.912189806
setts,-6.912341548
duals,-6.912388854
assez,-6.912500237
joust,-6.912844557
geeks,-6.913308969
conus,-6.913336442
mocha,-6.913701304
ryots,-6.914230769
cerne,-6.914336801
sural,-6.915444278
drake,-6.915819025
foist,-6.916041335
thunk,-6.91638859
incus,-6.917457506
homed,-6.917798282
slake,-6.91806371
sumps,-6.918069096
chile,-6.919128964
slops,-6.920513099
senza,-6.920677996
conte,-6.921473978
dixit,-6.921993338
wrens,-6.922051076
bedew,-6.922733641
egret,-6.922782967
jibes,-6.924647093
farts,-6.924871216
bacco,-6.924898977
gored,-6.92530831
mires,-6.925618426
meane,-6.926211153
lotta,-6.928098396
burin,-6.929037444
palps,-6.929385046
musts,-6.930826265
ghoul,-6.930926745
gimme,-6.930987262
umbra,-6.931050988
benes,-6.931326044
cushy,-6.931719415
bines,-6.933055835
randy,-6.933561627
neral,-6.9340409
genic,-6.934179883
tilde,-6.936482153
attar,-6.936590019
cavil,-6.93663531
cella,-6.93664837
wrack,-6.936780191
aland,-6.936814354
awork,-6.937008571
swale,-6.937358032
shits,-6.937893875
swill,-6.938081063
cions,-6.938315466
prude,-6.938578542
caked,-6.939328067
hinds,-6.93942645
ruses,-6.941651162
gwine,-6.941726943
cutis,-6.941766862
trice,-6.941928782
slaty,-6.942059706
gesso,-6.942968283
peeps,-6.943052197
aquas,-6.943226211
amort,-6.943294182
nancy,-6.943682183
mayst,-6.94369168
golly,-6.943694325
bract,-6.944472869
calve,-6.944572669
nidus,-6.945394952
picas,-6.945771619
laver,-6.945857769
wadis,-6.945903362
thuds,-6.946010182
yanks,-6.947263495
sarin,-6.947970469
gaits,-6.948642161
punto,-6.948803845
minim,-6.948965596
corer,-6.950352368
missy,-6.950505686
krona,-6.950574769
sents,-6.950720623
aping,-6.951296115
edify,-6.951711848
newts,-6.951891964
lochs,-6.953017074
spoor,-6.954365283
fizzy,-6.955098037
parle,-6.955357419
geste,-6.955916667
sully,-6.956839311
mousy,-6.957075716
infix,-6.957147688
haply,-6.957287597
singe,-6.957700679
telic,-6.958135351
druid,-6.958577799
dolce,-6.958734922
coxal,-6.958744532
remix,-6.958775089
tatty,-6.959248585
aread,-6.959938517
unzip,-6.960017664
oping,-6.961062261
koala,-6.961907481
hight,-6.961993579
dhoti,-6.962480702
nerds,-6.962721635
sappy,-6.962728476
diked,-6.962829008
lings,-6.964782804
phial,-6.965022764
marae,-6.965237031
hussy,-6.965470124
boing,-6.966245726
opsin,-6.966267247
zloty,-6.96641975
wikis,-6.966426696
faery,-6.966491088
scuff,-6.966843532
pleat,-6.96707332
glebe,-6.96745367
goest,-6.967971004
dicks,-6.96848205
strum,-6.968552992
tared,-6.968978696
folia,-6.969216638
tsars,-6.969261972
groat,-6.969387093
whiny,-6.969714015
lutes,-6.970596315
rower,-6.970734454
blimp,-6.970856428
thrum,-6.972012621
bleat,-6.972611976
swain,-6.972940853
atony,-6.973522307
signa,-6.974204081
annal,-6.974331224
kebab,-6.974457493
doest,-6.974586087
trine,-6.975419512
scone,-6.975930378
rangy,-6.975931502
strew,-6.976066617
flits,-6.976181293
thaws,-6.976240538
scrim,-6.976325441
talon,-6.976693245
saner,-6.977348215
gamer,-6.978407192
rance,-6.978527568
hocks,-6.978641767
spats,-6.97917434
talar,-6.979580412
ayrie,-6.980845349
xylan,-6.981356253
asper,-6.982271367
snips,-6.982605773
leggy,-6.983182294
gules,-6.983386924
sunup,-6.983672885
putti,-6.984565577
nerka,-6.984604939
cided,-6.984708017
gassy,-6.985012485
cagey,-6.985022213
vomer,-6.98523046
qualm,-6.986502502
mikes,-6.986933945
foule,-6.987008734
duple,-6.987770689
reeve,-6.987852451
fosse,-6.988356909
mucky,-6.989217145
slosh,-6.989405449
hough,-6.989949196
shams,-6.990074108
segue,-6.99015191
briny,-6.990157823
sonny,-6.990407069
blurs,-6.990427596
seder,-6.991880581
chits,-6.991954413
noirs,-6.992103932
teems,-6.9922141
nukes,-6.992215348
flocs,-6.992287328
gamba,-6.992355821
crise,-6.992790426
emerg,-6.992940684
caulk,-6.993257582
malts,-6.993611447
agers,-6.994296757
kaons,-6.994480683
manas,-6.994611782
emirs,-6.994652069
braes,-6.994736063
hogan,-6.995056268
palea,-6.995644143
semis,-6.995727021
hubby,-6.996165874
zines,-6.996307226
resid,-6.996928413
utile,-6.997657435
ramie,-6.998069068
vertu,-6.998212858
tings,-6.998479668
elven,-6.998592286
apers,-6.998755685
paver,-6.998840944
dingo,-6.998907704
lemur,-6.999409985
wanly,-7.000071086
weepy,-7.000626329
washy,-7.000768864
zazen,-7.000936176
yelps,-7.001148379
jenny,-7.001374891
bitty,-7.001500946
horst,-7.00182989
dines,-7.002433278
scats,-7.002754257
catty,-7.003320143
hemin,-7.004862831
setal,-7.005775772
gator,-7.006010324
fleck,-7.006274638
boons,-7.006432684
dings,-7.006441676
dooms,-7.006884038
aiery,-7.006903817
carps,-7.006921659
thang,-7.007137758
rebbe,-7.007264636
mirex,-7.008107334
ragas,-7.008598731
wrapt,-7.009092693
torah,-7.009200432
whats,-7.009432792
rived,-7.0096706
dicey,-7.010363317
wales,-7.010505766
carpi,-7.010632149
glitz,-7.010657988
magus,-7.011177144
tesla,-7.011526094
hones,-7.011638541
gular,-7.011718919
besom,-7.011884702
lewis,-7.01189078
shuck,-7.01249736
sonde,-7.012511054
liana,-7.012836796
narco,-7.012956721
grana,-7.01389033
lucre,-7.014160671
outre,-7.014474529
clift,-7.014832139
butte,-7.014926968
combi,-7.015203907
scamp,-7.015426885
awned,-7.01544636
arses,-7.016237385
wooly,-7.016315829
aband,-7.016463532
pitta,-7.016505517
uncus,-7.016638731
sitar,-7.016699377
fiver,-7.01706346
befit,-7.017417839
boner,-7.017444275
droid,-7.017472631
covey,-7.017920305
genii,-7.018012908
cokes,-7.018241845
seamy,-7.01852772
poesy,-7.018896373
gaffe,-7.018943453
taffy,-7.019478855
whirr,-7.019850774
lande,-7.019858732
culls,-7.020158104
emcee,-7.020532928
paned,-7.02105846
jural,-7.021099799
beths,-7.021913543
wafts,-7.022006826
mesne,-7.022418289
bravo,-7.0227476
nerdy,-7.023017591
ummah,-7.023559292
treed,-7.023827739
rearm,-7.023934613
eking,-7.02430002
cuing,-7.024588803
caned,-7.02529708
nates,-7.025826489
gyres,-7.026308736
tragi,-7.026715744
hurly,-7.026890158
gawky,-7.02699707
auras,-7.027237212
viols,-7.027731896
tapir,-7.027961864
boule,-7.028274068
cluck,-7.028855182
blogs,-7.029577262
besot,-7.029797786
recti,-7.02998695
caped,-7.030293439
tabla,-7.030848211
slurp,-7.031108887
crape,-7.031202794
fugal,-7.031535661
jiffy,-7.03228347
bever,-7.032603544
texas,-7.032910405
lairs,-7.033014418
eying,-7.033617487
odder,-7.033797998
skimp,-7.033894428
cines,-7.034180733
skews,-7.034452329
pilus,-7.034518492
putts,-7.034710321
fazed,-7.034748604
lores,-7.034781955
coots,-7.03518326
pened,-7.035820682
goner,-7.036670072
colza,-7.037542622
chyme,-7.038750558
boded,-7.038846231
eidos,-7.039069121
whelp,-7.03922455
rowan,-7.039660122
hypha,-7.039661425
primi,-7.039708124
tarps,-7.040491812
balks,-7.040610777
crura,-7.040706967
starr,-7.041752611
bergs,-7.041940027
swags,-7.042037935
folie,-7.042766774
pated,-7.043652749
demes,-7.043920062
preen,-7.044281403
roger,-7.044394929
maund,-7.044698883
oxbow,-7.045224183
hocus,-7.045271459
harpy,-7.045793898
chump,-7.046779931
motte,-7.047468551
hunky,-7.047544893
unfed,-7.048052566
kilts,-7.048070778
santo,-7.049021295
fibro,-7.049222294
dulce,-7.050418069
matin,-7.050598694
artsy,-7.051164341
phlox,-7.051847038
lotic,-7.051989049
heeds,-7.052376545
clads,-7.052439106
brant,-7.052563839
pings,-7.052664685
abled,-7.052782261
carbo,-7.053415889
latus,-7.054055414
gaols,-7.054056734
alate,-7.054129564
chews,-7.054395808
skims,-7.055169219
ghats,-7.055683062
proem,-7.055846121
fetes,-7.056016662
lough,-7.056084028
kivas,-7.056322094
celts,-7.056729241
dopey,-7.05733575
bleep,-7.057814138
avast,-7.058180003
lamed,-7.058969248
kulak,-7.059360655
aquae,-7.059380633
bails,-7.059488292
pacer,-7.060112597
ither,-7.060135538
altos,-7.060229139
beaus,-7.060819618
monic,-7.061569815
molts,-7.061593538
sofar,-7.061827154
hexyl,-7.061910515
limps,-7.06258467
hosed,-7.062792554
kudzu,-7.062825612
corky,-7.063118935
shush,-7.064228852
loopy,-7.064341286
drear,-7.064391033
expat,-7.065711125
jnana,-7.065957758
macaw,-7.066117014
nervy,-7.066284494
rummy,-7.066523262
acini,-7.066928979
chare,-7.066992295
vamps,-7.067238592
flunk,-7.068050053
flava,-7.068188915
locos,-7.068328135
virtu,-7.069022837
dulls,-7.069071397
lotto,-7.069375764
pinot,-7.069647942
muffs,-7.069749694
empts,-7.070649654
khans,-7.070787632
scudi,-7.071218532
biped,-7.071666576
warre,-7.072148017
umbel,-7.072164891
hilus,-7.072754751
furze,-7.073213133
telco,-7.073230888
arish,-7.073979707
heros,-7.074006198
opals,-7.074181663
fundi,-7.074318012
colls,-7.074430347
glace,-7.074709666
aunty,-7.074800587
coaly,-7.075169154
cubby,-7.075881423
rumba,-7.075951865
squib,-7.076058034
eider,-7.076637931
esses,-7.076855767
mends,-7.077369258
visto,-7.077410624
tanka,-7.077472917
swank,-7.077779087
aimer,-7.077898649
vireo,-7.078992069
gayly,-7.079108158
drupe,-7.079368257
retch,-7.07948399
evens,-7.080467131
ostia,-7.081330944
hooch,-7.081340358
risus,-7.081894519
proin,-7.082454307
jimmy,-7.082951641
poser,-7.082977139
deres,-7.083244456
doles,-7.084392239
abbas,-7.085123218
nosey,-7.085490791
conga,-7.085869588
esker,-7.086082691
spuds,-7.086846829
fuzes,-7.087196003
belee,-7.087535665
caird,-7.088915201
batta,-7.089199329
frorn,-7.089530834
pouty,-7.090856586
bongo,-7.091325477
mense,-7.091402011
plena,-7.092122828
senna,-7.092430736
volta,-7.09268799
gnaws,-7.093227806
axion,-7.09323774
voila,-7.093380242
ephah,-7.093382864
swiss,-7.093496272
riper,-7.094254121
chums,-7.096489985
haram,-7.096855793
ender,-7.098400258
quare,-7.098882109
demic,-7.098886351
sadhu,-7.099313056
yogin,-7.100432046
dotty,-7.100459162
frass,-7.100564081
claro,-7.100672178
massy,-7.100930943
skeet,-7.101140272
abets,-7.101502703
arcus,-7.101594732
kapok,-7.102381134
morel,-7.102687712
festa,-7.103043733
podge,-7.103081946
doily,-7.103308254
bohea,-7.103386406
bumpy,-7.103919434
ofter,-7.105709413
recce,-7.105829495
amido,-7.106495584
recut,-7.106909577
goads,-7.106956383
damps,-7.106978878
sists,-7.10729941
tommy,-7.107567876
tolyl,-7.107660259
pyrex,-7.107673021
rajah,-7.107958823
fakir,-7.108001322
newel,-7.110022442
teste,-7.110517765
cupid,-7.110553527
steno,-7.111186121
serai,-7.111496891
drams,-7.11151787
whizz,-7.1116672
elide,-7.112046076
lefty,-7.112545846
kerma,-7.112862906
botes,-7.112882892
bices,-7.113180625
sunna,-7.113204193
copal,-7.113219291
ombre,-7.113386559
cuppa,-7.113550172
aurei,-7.113830922
daunt,-7.114127173
ruder,-7.11463405
youse,-7.115026468
wamed,-7.115352132
douce,-7.116717746
becks,-7.116935661
sakti,-7.11717029
ogive,-7.117960592
gizmo,-7.118068673
russe,-7.118363797
deare,-7.119183834
manta,-7.119360373
rends,-7.119454807
eyrie,-7.119524421
amice,-7.120542887
gests,-7.121761496
boozy,-7.122175473
genet,-7.122275562
agros,-7.122921358
wefts,-7.12431318
halon,-7.124354907
soupy,-7.124359354
bords,-7.124794539
stunk,-7.126037964
socle,-7.126250013
pyres,-7.126348951
cutie,-7.126449246
crick,-7.126738491
bogey,-7.126804865
avale,-7.127613063
waifs,-7.127625226
sensi,-7.127685339
salle,-7.127794281
sates,-7.127865494
deist,-7.128592433
adits,-7.128962123
garni,-7.129313018
fiord,-7.12933742
ninny,-7.129515083
begum,-7.129531948
ficus,-7.129823928
campi,-7.129946455
skink,-7.130515453
lites,-7.130516343
zesty,-7.130617829
botch,-7.131186325
gulag,-7.131382387
chape,-7.13164885
cunts,-7.132460351
purty,-7.132473471
jades,-7.133624987
grebe,-7.133994245
burro,-7.134180228
calks,-7.134947996
gilds,-7.135340979
sprat,-7.135392183
clued,-7.135634749
pooch,-7.136093081
azine,-7.137173224
citer,-7.137248546
sluts,-7.138001567
cabby,-7.138035021
shies,-7.13814612
solus,-7.138968755
bauds,-7.139434484
leben,-7.139708938
pinon,-7.140625353
oleum,-7.140648215
kelly,-7.140649178
emmer,-7.140911686
triac,-7.141015878
naves,-7.14255479
rands,-7.143921736
louts,-7.144333705
wimpy,-7.144541159
dalle,-7.144567325
mamas,-7.144768255
penne,-7.14489775
paisa,-7.145307419
prest,-7.145884004
stylo,-7.146112019
plunk,-7.146172836
aeons,-7.146306908
rasps,-7.146763247
unset,-7.146888379
czars,-7.147057305
guppy,-7.147528099
cleve,-7.147629767
rugae,-7.148215787
moste,-7.148482921
lyres,-7.149247932
verry,-7.149726344
purrs,-7.149736434
ranee,-7.15010246
ureas,-7.150160571
sabha,-7.150479379
parly,-7.151192235
logoi,-7.151699914
hokey,-7.152903622
clade,-7.153950908
amids,-7.154565373
wetly,-7.155217051
decaf,-7.155761314
davit,-7.155894383
kefir,-7.155910741
cesse,-7.156289917
minas,-7.157115434
motus,-7.157267863
wilts,-7.157777447
hooky,-7.158168682
melds,-7.158168693
dotes,-7.158392981
trode,-7.158786468
disci,-7.159179797
assai,-7.159466196
vacua,-7.160111717
carer,-7.160389463
ravel,-7.160504347
toted,-7.161028623
puked,-7.161072222
pigmy,-7.161345062
ingle,-7.161383656
mambo,-7.162087352
barde,-7.162376361
tacts,-7.162494134
drome,-7.162720473
sifts,-7.163394012
natty,-7.163825296
swami,-7.164198582
snaky,-7.165243411
caeca,-7.165884667
hilts,-7.165931319
mungo,-7.166588934
pyran,-7.166903942
sware,-7.167083572
trona,-7.168160156
dinky,-7.168407635
jagir,-7.168522229
chars,-7.168634986
palay,-7.168909686
lifer,-7.169609049
leafs,-7.170556197
buffs,-7.171035426
abeam,-7.171107349
osier,-7.171112321
wined,-7.171450255
legge,-7.17220356
lathi,-7.172635438
punts,-7.173194044
griot,-7.173197351
dhikr,-7.173236257
minty,-7.173994688
fluor,-7.174057035
novum,-7.174148529
totes,-7.174533431
morts,-7.174659437
bunds,-7.174715605
croon,-7.175297148
filii,-7.176111622
pharm,-7.176149562
tubed,-7.176544538
targe,-7.176807282
patsy,-7.176906687
darks,-7.178010745
sidle,-7.178138318
voile,-7.178191718
abash,-7.178360933
mitis,-7.179055174
saree,-7.179399634
sepoy,-7.179848026
perry,-7.180011349
djinn,-7.180817056
edger,-7.180989791
haled,-7.18148433
soman,-7.181517333
snook,-7.18269371
cornu,-7.183039321
prams,-7.183384122
vinca,-7.18359469
layin,-7.184148189
alane,-7.184266507
flexi,-7.184509883
wormy,-7.184561914
basse,-7.184674613
maneb,-7.185157427
fores,-7.185523903
rutin,-7.185590721
sutta,-7.185849821
dropt,-7.187058806
veldt,-7.189127819
codas,-7.18917971
junto,-7.189334509
stopt,-7.189355192
fayre,-7.189518985
lemme,-7.190482585
dilly,-7.190514428
pease,-7.190905932
fermi,-7.191189423
horas,-7.191683296
outed,-7.191853946
blebs,-7.191859475
boult,-7.192069057
shoyu,-7.19266789
venae,-7.193033699
enure,-7.193299902
torte,-7.193910917
beano,-7.194462473
getup,-7.194548806
whigs,-7.194642425
mesal,-7.195331998
bowie,-7.195675366
squab,-7.195923415
staph,-7.19652236
chemo,-7.197382894
colas,-7.198130218
plage,-7.198211016
geeky,-7.198273881
gapes,-7.198282227
cades,-7.198421485
globs,-7.198483172
galea,-7.198502981
roper,-7.198961233
lovey,-7.199072602
abaca,-7.199238562
beins,-7.199621502
maned,-7.199781693
bitts,-7.199961562
rheme,-7.200531604
roods,-7.201232237
ducat,-7.201235653
limos,-7.201761098
hemes,-7.202071158
bests,-7.202140126
brond,-7.20254221
agger,-7.202908875
dicot,-7.202919804
prate,-7.203229282
turds,-7.203343808
tipis,-7.204044307
sored,-7.204297909
batts,-7.20471595
ramen,-7.204872169
flack,-7.205773854
sours,-7.205934092
redes,-7.206265577
pling,-7.20658055
basts,-7.206597465
libra,-7.206795142
ligne,-7.207133438
sulks,-7.207367577
metis,-7.207700177
prows,-7.208290641
nixed,-7.20830386
throe,-7.208599269
cauls,-7.208765743
brach,-7.209044834
abase,-7.209215111
apsis,-7.209826359
clept,-7.210561152
nacre,-7.210576039
lants,-7.211444146
pates,-7.211734916
toque,-7.213988389
jinks,-7.214324801
dhows,-7.214769323
touse,-7.21485093
chiel,-7.215330229
spica,-7.215458801
tided,-7.2154969
skulk,-7.216032112
gibes,-7.21663688
savin,-7.216638982
piney,-7.216857407
haole,-7.217770743
sties,-7.218098498
halfa,-7.218263027
soldi,-7.218538215
spews,-7.21866214
tansy,-7.219328978
tabes,-7.21984369
kauri,-7.219963734
pilaf,-7.220039204
clepe,-7.220219808
rowth,-7.220257095
foots,-7.220398079
bewet,-7.220836768
ritzy,-7.220852848
ictus,-7.22093385
prese,-7.221337516
arris,-7.221622401
porin,-7.222619015
cisco,-7.222708806
spume,-7.222771834
gooks,-7.223227029
hapax,-7.223238731
corse,-7.223247452
milpa,-7.223576287
paten,-7.224410951
loran,-7.225732043
jokey,-7.226751459
verra,-7.227182587
oakum,-7.227337046
diwan,-7.227400789
hijra,-7.227739881
foxed,-7.227876263
whare,-7.228111016
genal,-7.228610672
ruffs,-7.228820396
locis,-7.229368739
oomph,-7.229481252
taupe,-7.229633294
scows,-7.22968303
wazir,-7.229986673
drest,-7.230751774
nawab,-7.231468654
ogled,-7.232051792
footy,-7.232140342
tenue,-7.232302829
lanai,-7.232709563
vaunt,-7.234166445
tames,-7.23418583
nitre,-7.234409837
hazed,-7.234722261
echos,-7.234809422
yamen,-7.235407906
matai,-7.23656336
lense,-7.236779953
guyed,-7.236808516
bints,-7.237145342
spick,-7.237225558
oriel,-7.237290891
tubby,-7.238451393
plica,-7.238728969
gurdy,-7.238804811
spain,-7.239655899
tabor,-7.239995185
apayd,-7.241168483
batty,-7.241815102
mulga,-7.242437414
rumps,-7.24249185
alkyd,-7.242753937
whelk,-7.243575558
calid,-7.243756789
huffy,-7.244346285
hived,-7.245197663
cloze,-7.2457987
deify,-7.24631183
gayer,-7.24632238
wowed,-7.246593353
pedes,-7.246862381
coons,-7.246885964
arsed,-7.247191812
henge,-7.247424522
sigil,-7.248119453
mewed,-7.248197767
turfs,-7.248227425
